,最新价,涨跌_今日,股票代码,公司名称,今日主力流入_元,所属模块,涨跌_5日,涨跌_10日,主力净占比_5日,主力净占比_10日,主力净占比_今日,排名_今日,排名_5日,排名_10日
2097,6.31,-1.41,300774,倍杰特,-813306.0,环保行业,1.12,-4.39,-0.59,-1.33,-4.95,4017.0,1767,2199
2098,5.26,0.38,002617,露笑科技,-4953398.0,光伏设备,1.15,5.41,0.38,3.51,-4.96,4019.0,1285,296
2099,1.23,0.82,002024,ST易购,-626103.0,商业百货,-0.81,-6.11,-2.3,-8.55,-4.98,4025.0,2670,5247
2100,4.81,3.0,000030,富奥股份,-1626736.0,汽车零部件,-3.22,-9.59,2.47,4.14,-4.98,4026.0,625,228
2101,26.77,1.25,300769,德方纳米,-9469427.0,电池,-4.08,-5.1,-4.6,-3.3,-5.0,4031.0,3904,3570
2102,14.1,-0.14,300473,德尔股份,-3747819.0,汽车零部件,7.63,-0.84,-1.1,-2.04,-5.0,4032.0,2021,2704
2103,6.37,1.27,002811,郑中设计,-863424.0,专业服务,-0.16,-11.16,-4.5,-2.18,-5.0,4034.0,3859,2799
2104,3.74,0.81,000900,现代投资,-1374813.0,铁路公路,1.91,0.0,-7.68,-3.25,-5.01,4035.0,4897,3535
2105,4.34,1.17,000553,安道麦A,-745964.0,农药兽药,-2.25,-4.62,-5.22,-4.71,-5.01,4037.0,4145,4365
2106,7.28,2.39,301009,可靠股份,-401044.0,美容护理,0.83,-4.96,-0.71,-1.87,-5.01,4038.0,1824,2592
2107,18.77,0.43,301182,凯旺科技,-4775104.0,消费电子,-6.85,-21.33,-2.92,-2.3,-5.02,4040.0,3015,2887
2108,10.99,1.1,000821,京山轻机,-4551045.0,光伏设备,-1.52,-3.26,-3.47,-2.48,-5.04,4041.0,3333,3006
2109,8.34,3.47,002871,伟隆股份,-1275342.0,通用设备,3.47,2.84,-2.55,-1.4,-5.04,4042.0,2801,2244
2110,10.56,1.44,300786,国林科技,-1688364.0,环保行业,-9.36,-3.74,-5.52,-3.91,-5.07,4047.0,4265,3937
2111,12.03,0.92,301292,海科新源,-531971.0,化学制品,-0.08,-2.98,-0.96,-0.42,-5.08,4050.0,1957,1630
2112,30.63,1.12,002977,天箭科技,-12655667.0,通信设备,12.78,13.49,-0.18,-0.54,-5.1,4055.0,1578,1692
2113,26.48,-1.08,300641,正丹股份,-34552496.0,化学制品,1.65,-8.72,-2.69,-4.7,-5.11,4056.0,2885,4354
2114,3.37,-0.88,002647,仁东控股,-7173084.0,多元金融,7.32,3.69,5.68,3.36,-5.13,4058.0,209,313
2115,4.97,2.69,002540,亚太科技,-2364328.0,有色金属,-2.93,-10.29,-1.39,-0.13,-5.13,4059.0,2176,1467
2116,38.85,-0.21,301393,昊帆生物,-1333254.0,生物制品,-4.22,-6.05,-4.99,-4.71,-5.14,4060.0,4061,4368
2117,9.93,0.0,300637,扬帆新材,-12636270.0,电子化学品,-2.26,14.8,-5.2,-0.45,-5.15,4061.0,4138,1642
2118,11.35,0.09,301216,万凯新材,-503286.0,化学制品,-3.49,-2.91,-3.8,-4.95,-5.15,4063.0,3512,4466
2119,6.44,-0.62,000089,深圳机场,-3626913.0,航空机场,-2.87,-3.01,-7.14,-7.09,-5.18,4067.0,4787,5076
2120,9.6,1.8,000998,隆平高科,-5373895.0,农牧饲渔,-3.9,-3.52,-4.1,-4.0,-5.18,4068.0,3652,3988
2121,4.67,2.19,002500,山西证券,-5565557.0,证券,0.86,1.74,0.91,-0.03,-5.19,4069.0,1078,1403
2122,24.92,-10.81,301016,雷尔伟,-29588839.0,交运设备,1.88,95.6,-2.15,-0.72,-5.19,4070.0,2597,1807
2123,5.45,2.83,002996,顺博合金,-941273.0,有色金属,-1.62,-11.38,-6.11,-5.71,-5.19,4072.0,4481,4751
2124,3.24,2.21,000803,山高环能,-521335.0,综合行业,2.53,-4.42,-5.74,-2.92,-5.19,4073.0,4355,3319
2125,1.72,2.38,000627,天茂集团,-2252776.0,保险,1.18,-0.58,-10.7,-6.21,-5.2,4074.0,5259,4883
2126,21.47,-4.62,301295,美硕科技,-10916131.0,电网设备,4.73,5.4,-2.51,-1.45,-5.21,4076.0,2777,2279
2127,12.31,2.41,002956,西麦食品,-752680.0,食品饮料,-1.05,-2.99,-8.47,-6.51,-5.21,4078.0,5012,4954
2128,13.01,1.72,300446,航天智造,-10542857.0,汽车零部件,-2.03,5.43,-6.26,-2.75,-5.22,4079.0,4519,3186
2129,3.13,2.62,002602,世纪华通,-12492455.0,游戏,-1.88,-7.4,-2.91,-5.59,-5.23,4081.0,3004,4699
2130,34.89,0.55,300936,中英科技,-3931196.0,电子元件,-7.92,-18.41,-2.44,-4.04,-5.25,4084.0,2745,4010
2131,12.33,3.88,300402,宝色股份,-2134364.0,专用设备,1.31,-2.61,-2.68,-3.95,-5.26,4085.0,2881,3962
2132,7.28,1.39,000685,中山公用,-2505010.0,公用事业,1.82,2.97,-9.27,-4.84,-5.27,4086.0,5136,4431
2133,48.5,0.0,300454,深信服,-4640657.0,软件开发,-2.51,-1.5,-0.09,-1.3,-5.27,4087.0,1538,2183
2134,4.86,1.25,300599,雄塑科技,-239236.0,装修建材,1.46,-2.21,4.59,-2.07,-5.27,4089.0,306,2725
2135,19.74,3.19,300488,恒锋工具,-862616.0,通用设备,1.02,-0.35,-5.75,-3.85,-5.28,4090.0,4361,3907
2136,7.42,1.37,002758,浙农股份,-665840.0,综合行业,-5.6,-7.71,-12.94,-7.15,-5.3,4093.0,5355,5088
2137,16.1,1.13,301065,本立科技,-722018.0,化学原料,0.94,-5.35,-0.73,0.43,-5.3,4094.0,1832,1140
2138,25.98,0.89,301132,满坤科技,-10789072.0,电子元件,-6.07,-14.51,-5.84,-4.39,-5.31,4095.0,4387,4195
2139,36.81,0.35,002865,钧达股份,-11336009.0,光伏设备,-1.52,-1.89,-0.78,-0.56,-5.31,4096.0,1857,1704
2140,12.25,0.25,301156,美农生物,-881180.0,农牧饲渔,-6.77,-5.41,-6.0,-2.82,-5.32,4098.0,4439,3241
2141,8.73,2.71,300409,道氏技术,-7970570.0,非金属材料,2.59,-2.46,0.34,-0.01,-5.33,4099.0,1298,1386
2142,4.39,1.15,000789,万年青,-712081.0,水泥建材,-0.9,-2.88,0.55,2.95,-5.35,4107.0,1218,375
2143,9.48,2.05,301395,仁信新材,-520759.0,化学原料,0.96,-5.39,-2.19,-1.93,-5.35,4108.0,2619,2636
2144,4.36,3.07,300126,锐奇股份,-787636.0,通用设备,4.31,-2.24,-0.09,0.11,-5.38,4112.0,1537,1294
2145,4.31,-0.23,300692,中环环保,-517098.0,环保行业,2.62,-4.43,2.37,-3.71,-5.38,4114.0,646,3826
2146,8.4,-2.33,300386,飞天诚信,-9968868.0,软件开发,-3.45,-11.11,-2.92,-4.2,-5.39,4117.0,3011,4094
2147,2.36,-3.67,300096,ST易联众,-1864354.0,互联网服务,6.31,2.61,-1.75,-3.39,-5.39,4118.0,2380,3620
2148,3.97,1.02,000557,西部创业,-1126006.0,物流行业,-2.93,0.0,-5.44,1.57,-5.39,4120.0,4232,699
2149,17.04,0.06,300461,田中精机,-5978671.0,专用设备,-12.88,0.12,-2.97,-1.85,-5.4,4123.0,3050,2575
2150,1.96,1.03,000069,华侨城Ａ,-3658006.0,房地产开发,-2.97,-4.39,-5.56,-5.61,-5.41,4127.0,4282,4709
2151,7.41,1.51,300320,海达股份,-1160860.0,橡胶制品,-1.72,-9.74,-3.04,-4.51,-5.42,4130.0,3091,4260
2152,1.86,0.0,000518,四环生物,-449739.0,生物制品,-1.59,-2.62,0.68,1.99,-5.43,4132.0,1156,575
2153,12.99,1.41,300174,元力股份,-1981210.0,化学制品,0.39,-1.89,-5.37,-1.64,-5.43,4133.0,4203,2422
2154,7.59,-2.19,002252,上海莱士,-26369158.0,生物制品,-4.29,-0.91,-4.7,-3.58,-5.44,4135.0,3939,3739
2155,2.64,1.15,000415,渤海租赁,-5682841.0,多元金融,-2.58,1.93,-2.87,-3.4,-5.46,4136.0,2979,3626
2156,17.1,0.59,301382,蜂助手,-3989745.0,互联网服务,2.89,-1.16,-0.75,-2.81,-5.46,4138.0,1842,3229
2157,5.34,1.14,000852,石化机械,-1166795.0,专用设备,1.71,-3.26,-2.44,-5.53,-5.46,4139.0,2744,4674
2158,12.48,-0.72,300585,奥联电子,-13342288.0,汽车零部件,11.73,9.47,1.33,0.46,-5.47,4142.0,937,1121
2159,10.42,-6.88,300077,国民技术,-42351389.0,半导体,17.08,19.91,0.3,0.31,-5.48,4144.0,1314,1189
2160,11.1,2.12,301010,晶雪节能,-571103.0,装修建材,4.52,-1.42,-2.53,-1.21,-5.48,4146.0,2791,2121
2161,2.77,2.21,002266,浙富控股,-3132965.0,环保行业,-0.72,-1.77,-1.06,-1.65,-5.49,4147.0,2005,2429
2162,4.1,3.27,002676,顺威股份,-3259950.0,家电行业,0.24,-4.21,-4.94,-5.63,-5.49,4148.0,4036,4718
2163,13.15,3.79,002389,航天彩虹,-11398221.0,电子元件,1.47,3.14,-4.03,-2.66,-5.5,4151.0,3623,3123
2164,28.77,0.52,301555,惠柏新材,-5670661.0,化学制品,10.4,9.23,2.05,0.2,-5.5,4152.0,727,1241
2165,13.64,3.57,002862,实丰文化,-1755707.0,家用轻工,4.44,3.1,5.59,2.29,-5.51,4157.0,212,511
2166,11.29,2.73,000888,峨眉山Ａ,-11405874.0,旅游酒店,3.96,0.53,1.04,-0.92,-5.52,4158.0,1038,1919
2167,2.46,2.93,300259,新天科技,-980917.0,仪器仪表,2.5,-1.99,3.14,2.5,-5.52,4159.0,488,450
2168,5.63,2.55,300798,锦鸡股份,-1198271.0,化学制品,-1.57,-5.85,-8.57,-1.78,-5.52,4160.0,5027,2526
2169,21.09,5.19,301448,开创电气,-3293342.0,通用设备,4.05,1.35,-6.25,-3.32,-5.52,4162.0,4518,3587
2170,16.47,0.55,300648,星云股份,-979622.0,电池,-2.37,-5.07,-4.44,-4.25,-5.53,4164.0,3829,4123
2171,39.12,0.31,300779,惠城环保,-4936165.0,环保行业,-7.63,-10.42,-11.4,-3.84,-5.54,4165.0,5305,3902
2172,1.86,1.09,002506,协鑫集成,-3449643.0,光伏设备,-3.13,-5.58,-4.41,-2.32,-5.55,4167.0,3809,2899
2173,10.01,0.5,301217,铜冠铜箔,-3234771.0,电子元件,-4.12,-11.65,-6.55,-3.34,-5.55,4168.0,4610,3595
2174,9.53,-1.14,002755,奥赛康,-1556615.0,化学制药,-6.48,-7.57,-3.93,-3.43,-5.56,4171.0,3582,3649
2175,3.8,0.0,000619,海螺新材,-886689.0,装修建材,0.8,-4.76,-2.02,-0.57,-5.58,4174.0,2522,1709
2176,27.28,0.7,000786,北新建材,-10249221.0,装修建材,-2.68,-0.98,-5.45,-3.92,-5.59,4177.0,4237,3943
2177,19.43,1.15,300413,芒果超媒,-6877393.0,文化传媒,-3.53,-3.24,-6.08,-4.99,-5.59,4178.0,4464,4482
2178,5.6,0.0,300393,中来股份,-3873875.0,光伏设备,-1.41,-1.06,-3.89,-3.49,-5.6,4180.0,3553,3683
2179,22.97,3.8,301112,信邦智能,-8376281.0,专用设备,12.43,7.69,1.05,-0.11,-5.6,4181.0,1036,1457
2180,3.73,1.36,000042,中洲控股,-2337915.0,房地产开发,-2.61,-10.12,-1.84,-0.19,-5.61,4182.0,2420,1501
2181,29.75,0.17,300598,诚迈科技,-9303120.0,软件开发,-2.78,1.95,-5.08,-3.38,-5.61,4183.0,4090,3616
2182,17.75,2.19,300652,雷迪克,-1153299.0,汽车零部件,-0.95,-9.07,-3.33,-2.65,-5.61,4184.0,3261,3122
2183,23.16,1.09,301372,科净源,-982565.0,环保行业,-0.77,-6.61,-3.41,-3.77,-5.63,4185.0,3307,3862
2184,6.76,0.6,000027,深圳能源,-4222957.0,电力行业,-0.59,-3.84,-2.5,-2.65,-5.64,4186.0,2770,3116
2185,2.16,1.41,000838,财信发展,-774857.0,房地产开发,0.0,-3.57,-1.99,-4.46,-5.65,4188.0,2509,4235
2186,21.85,4.75,002832,比音勒芬,-8268110.0,纺织服装,-3.57,-6.22,-4.47,-4.44,-5.66,4190.0,3838,4225
2187,16.5,-0.9,003020,立方制药,-833187.0,化学制药,-2.37,-1.2,-3.09,-1.5,-5.66,4191.0,3130,2327
2188,1.58,1.28,002047,宝鹰股份,-924216.0,装修装饰,1.94,1.94,1.54,3.13,-5.68,4192.0,870,349
2189,9.24,0.33,000876,新 希 望,-4078297.0,农牧饲渔,-3.95,-0.75,-9.84,-6.93,-5.69,4194.0,5192,5046
2190,6.19,4.03,300746,汉嘉设计,-1247454.0,工程咨询服务,8.22,3.0,-3.18,0.69,-5.69,4196.0,3171,1018
2191,8.31,-0.6,002457,青龙管业,-8331608.0,装修建材,4.27,0.36,-0.49,-1.43,-5.71,4198.0,1730,2265
2192,11.27,0.54,300525,博思软件,-1888639.0,软件开发,-3.43,-7.4,-9.34,-7.45,-5.71,4199.0,5143,5130
2193,64.0,-1.51,300763,锦浪科技,-42412046.0,光伏设备,-1.64,9.01,-5.06,-2.76,-5.72,4202.0,4081,3194
2194,27.3,1.94,301196,唯科科技,-634408.0,塑料制品,-1.09,-4.14,-8.27,-7.59,-5.73,4206.0,4983,5154
2195,34.94,-0.94,301099,雅创电子,-15924586.0,贸易行业,-9.6,1.01,-5.15,-1.97,-5.75,4208.0,4121,2662
2196,4.0,1.52,000546,金圆股份,-2420243.0,环保行业,-0.25,-1.96,-1.31,-0.26,-5.77,4209.0,2138,1531
2197,4.43,3.02,300472,新元科技,-1283782.0,专用设备,3.5,-0.23,0.56,0.0,-5.77,4210.0,1210,1346
2198,9.23,1.32,002213,大为股份,-1459051.0,半导体,-1.91,-6.48,0.61,0.02,-5.78,4211.0,1181,1332
2199,4.57,0.0,000735,罗 牛 山,-4441372.0,农牧饲渔,-6.92,2.47,-9.09,-3.49,-5.79,4212.0,5108,3682
2200,8.28,1.85,002134,天津普林,-2741236.0,电子元件,-3.04,-4.5,-3.69,-3.19,-5.79,4213.0,3454,3498
2201,8.3,-1.31,301102,兆讯传媒,-2534561.0,文化传媒,3.49,1.59,-0.07,0.91,-5.79,4214.0,1518,909
2202,19.86,2.11,301218,华是科技,-3396621.0,软件开发,3.17,-9.89,-4.07,-8.36,-5.8,4216.0,3637,5233
2203,3.27,0.0,300451,创业慧康,-13540541.0,软件开发,0.62,-1.51,3.51,3.02,-5.81,4218.0,421,365
2204,12.51,-1.65,300622,博士眼镜,-1454371.0,商业百货,-0.24,3.13,-0.16,2.3,-5.81,4220.0,1571,508
2205,11.01,-0.18,002317,众生药业,-5727059.0,中药,-3.51,-3.93,0.03,-1.76,-5.83,4221.0,1420,2506
2206,17.79,0.57,301282,金禄电子,-3153904.0,电子元件,-6.86,-13.3,-4.54,-2.63,-5.84,4222.0,3877,3102
2207,6.03,2.03,300133,华策影视,-36555225.0,文化传媒,4.87,4.51,1.29,0.48,-5.85,4224.0,951,1113
2208,34.18,-2.45,300807,天迈科技,-28570452.0,计算机设备,-8.51,-8.14,-1.2,-2.27,-5.85,4225.0,2078,2863
2209,5.14,0.78,002063,远光软件,-4963758.0,软件开发,-1.34,-3.38,-8.39,-6.01,-5.86,4226.0,4996,4832
2210,10.55,2.53,300430,诚益通,-6228344.0,通用设备,-2.68,-10.59,-8.22,-8.5,-5.87,4228.0,4974,5242
2211,21.21,-1.49,002142,宁波银行,-28492174.0,银行,-4.97,-3.28,-2.37,-5.61,-5.88,4230.0,2702,4711
2212,6.78,1.19,300465,高伟达,-3301538.0,软件开发,2.73,-2.45,-1.93,-2.43,-5.88,4231.0,2475,2965
2213,3.63,1.68,002688,金河生物,-1004455.0,农药兽药,-1.36,-3.2,-1.62,-0.12,-5.89,4233.0,2292,1461
2214,19.3,2.44,301022,海泰科,-1516789.0,汽车零部件,-1.23,-3.5,-5.56,-1.23,-5.89,4234.0,4284,2143
2215,20.87,4.72,300690,双一科技,-44009391.0,风电设备,25.19,16.85,3.22,1.86,-5.9,4235.0,475,617
2216,23.98,-1.07,003026,中晶科技,-7730458.0,半导体,-10.22,0.33,-5.39,-3.15,-5.9,4236.0,4210,3470
2217,18.06,1.46,301177,迪阿股份,-675993.0,珠宝首饰,-3.01,-4.85,-10.33,-3.36,-5.9,4237.0,5240,3608
2218,39.63,1.72,301095,广立微,-5533649.0,半导体,-3.48,-0.85,-5.09,-4.15,-5.91,4238.0,4097,4072
2219,2.05,-5.09,002528,ST英飞拓,-5222713.0,软件开发,-0.49,17.82,-5.64,-1.13,-5.92,4240.0,4312,2059
2220,6.7,1.36,300426,唐德影视,-1496253.0,文化传媒,1.21,-2.19,0.54,1.79,-5.95,4244.0,1223,642
2221,6.19,1.64,300277,海联讯,-669244.0,互联网服务,0.98,-4.77,-4.32,-7.04,-6.01,4251.0,3780,5069
2222,11.21,2.66,300504,天邑股份,-1321950.0,通信设备,2.19,-3.36,-3.42,0.01,-6.03,4255.0,3311,1343
2223,39.2,1.82,301233,盛帮股份,-8607260.0,橡胶制品,13.13,6.52,0.17,-2.11,-6.04,4256.0,1366,2744
2224,9.21,0.55,002805,丰元股份,-1578538.0,电池,-2.95,-7.06,-4.3,-3.47,-6.04,4257.0,3766,3674
2225,8.86,2.07,300871,回盛生物,-797718.0,农药兽药,-1.12,-3.8,-1.73,-0.63,-6.05,4260.0,2364,1749
2226,7.02,1.59,002365,永安药业,-695777.0,化学制药,-1.13,-3.17,-8.11,-4.78,-6.06,4264.0,4964,4406
2227,9.03,2.15,000551,创元科技,-2174648.0,环保行业,0.0,2.61,-4.28,-3.15,-6.07,4265.0,3751,3472
2228,14.4,1.62,002882,金龙羽,-2974766.0,电网设备,-0.14,-4.95,-2.95,-4.66,-6.09,4268.0,3033,4337
2229,11.69,1.21,000610,西安旅游,-1771009.0,旅游酒店,-2.99,-7.0,-5.13,-6.75,-6.1,4269.0,4112,5011
2230,14.91,3.47,300547,川环科技,-2788910.0,橡胶制品,-0.27,-9.09,-1.77,-4.83,-6.11,4270.0,2394,4429
2231,11.65,0.6,300115,长盈精密,-27263683.0,消费电子,-5.9,-9.69,-4.47,-5.11,-6.12,4272.0,3837,4529
2232,17.04,5.06,000581,威孚高科,-15159212.0,汽车零部件,1.07,-1.45,-5.73,-3.94,-6.12,4275.0,4350,3953
2233,4.23,2.92,002154,报 喜 鸟,-3308224.0,纺织服装,-2.76,-3.42,-1.07,-1.33,-6.13,4276.0,2009,2198
2234,18.77,0.11,300438,鹏辉能源,-11040239.0,电池,0.16,0.32,0.55,-0.12,-6.13,4277.0,1215,1460
2235,13.26,1.14,300480,光力科技,-2355996.0,专用设备,-4.74,-5.42,-5.67,-4.48,-6.13,4278.0,4325,4245
2236,6.49,3.84,300527,中船应急,-4941149.0,专用设备,2.04,3.02,-5.48,-2.71,-6.15,4279.0,4248,3150
2237,4.87,-0.41,300062,中能电气,-3086656.0,电网设备,0.41,-4.32,-0.55,-2.71,-6.15,4280.0,1753,3152
2238,15.76,2.14,002912,中新赛克,-1530658.0,互联网服务,-0.25,-3.79,-2.74,-4.29,-6.15,4281.0,2917,4145
2239,2.32,2.2,300148,天舟文化,-1953916.0,游戏,-0.43,0.43,-2.02,-0.55,-6.16,4282.0,2519,1696
2240,23.37,-2.34,300554,三超新材,-11148553.0,通用设备,-6.74,2.59,-3.91,-1.76,-6.16,4283.0,3566,2507
2241,13.16,2.41,300481,濮阳惠成,-2305715.0,电子化学品,-2.45,-4.98,-5.28,-5.08,-6.16,4284.0,4170,4515
2242,9.95,1.84,003002,壶化股份,-524853.0,化学制品,-1.0,-3.96,-6.08,-3.49,-6.17,4285.0,4467,3688
2243,12.72,0.55,300721,怡达股份,-3473146.0,化学制品,-14.97,-12.52,-8.57,-5.35,-6.18,4286.0,5026,4621
2244,36.78,1.46,301391,卡莱特,-2405961.0,计算机设备,-5.08,-8.89,-7.19,-7.48,-6.18,4287.0,4796,5139
2245,6.43,0.78,300270,中威电子,-7257121.0,计算机设备,6.46,1.58,-2.37,-3.09,-6.19,4288.0,2703,3428
2246,1.76,-1.68,002650,ST加加,-428402.0,食品饮料,-0.56,0.57,-0.99,0.58,-6.19,4289.0,1974,1062
2247,19.78,2.49,300001,特锐德,-14576266.0,电网设备,-4.21,-9.47,-10.36,-3.06,-6.21,4292.0,5243,3405
2248,4.96,-2.36,300350,华鹏飞,-9869709.0,物流行业,6.9,9.25,-1.34,-2.06,-6.23,4294.0,2155,2713
2249,3.06,0.0,002316,亚联发展,-1385730.0,互联网服务,1.66,-1.61,-3.08,-1.5,-6.24,4295.0,3118,2322
2250,5.16,1.78,002376,新北洋,-1363441.0,计算机设备,0.58,-1.9,1.27,1.69,-6.25,4297.0,960,666
2251,5.04,1.0,002563,森马服饰,-3759780.0,纺织服装,-2.33,-4.73,7.77,4.27,-6.26,4298.0,110,212
2252,13.99,1.75,300657,弘信电子,-4829129.0,电子元件,-5.54,-9.39,-1.3,1.11,-6.26,4299.0,2132,831
2253,6.36,5.3,300065,海兰信,-8451956.0,船舶制造,3.25,1.27,-3.21,-1.61,-6.28,4301.0,3183,2405
2254,0.86,6.17,000981,山子高科,-23523217.0,汽车零部件,-30.08,-35.34,-15.19,-14.37,-6.3,4302.0,5393,5416
2255,16.26,2.26,300808,久量股份,-929523.0,光学光电子,-0.43,-5.52,2.83,-1.87,-6.31,4304.0,545,2593
2256,14.78,0.07,300538,同益股份,-6590212.0,塑料制品,-15.35,-20.37,-8.78,-5.16,-6.32,4305.0,5053,4546
2257,9.04,-0.33,300192,科德教育,-3942673.0,教育,-7.09,0.0,-4.36,-3.74,-6.34,4311.0,3793,3844
2258,3.36,2.13,002631,德尔未来,-839271.0,装修建材,-0.3,-3.45,-1.52,0.11,-6.34,4312.0,2244,1293
2259,4.74,3.04,002627,三峡旅游,-2838687.0,旅游酒店,0.42,-0.21,-6.31,-1.9,-6.36,4315.0,4533,2615
2260,5.42,1.5,002163,海南发展,-1054393.0,玻璃玻纤,-0.37,-2.69,-2.72,-2.38,-6.36,4316.0,2898,2941
2261,7.64,2.41,002828,贝肯能源,-2691950.0,采掘行业,0.39,-3.54,-3.16,-5.04,-6.37,4317.0,3162,4497
2262,3.59,1.41,300310,宜通世纪,-3853786.0,通信服务,0.84,-5.53,-1.6,-2.15,-6.38,4318.0,2280,2777
2263,7.94,-0.5,000995,皇台酒业,-2910796.0,酿酒行业,0.63,4.2,-1.72,-0.87,-6.38,4319.0,2358,1899
2264,4.92,-2.19,000421,南京公用,-17115463.0,燃气,-8.04,-0.2,-2.11,-1.14,-6.39,4320.0,2571,2068
2265,3.43,0.59,300021,大禹节水,-4520862.0,农牧饲渔,4.26,0.88,-3.27,-2.58,-6.41,4323.0,3221,3069
2266,4.05,3.05,300279,和晶科技,-2489363.0,消费电子,5.74,-2.64,-1.03,-1.09,-6.41,4324.0,1990,2032
2267,13.59,3.82,000960,锡业股份,-25517941.0,小金属,-9.04,-15.22,-8.43,-6.66,-6.43,4326.0,5005,4989
2268,3.33,1.83,002369,卓翼科技,-1755355.0,消费电子,-1.48,-9.51,-5.61,-2.93,-6.43,4327.0,4302,3328
2269,21.07,3.28,300777,中简科技,-5588126.0,化纤行业,-0.61,0.86,-4.57,-3.19,-6.43,4328.0,3892,3499
2270,6.83,1.79,002051,中工国际,-2430040.0,工程建设,-0.15,-0.58,-3.3,-6.1,-6.45,4332.0,3241,4856
2271,19.65,1.5,300864,南大环境,-445740.0,环保行业,-1.7,-6.7,1.5,6.13,-6.45,4333.0,885,103
2272,4.94,1.44,000012,南  玻Ａ,-1949348.0,玻璃玻纤,-0.2,0.0,-6.62,-5.47,-6.46,4334.0,4628,4653
2273,14.32,1.13,300491,通合科技,-3967502.0,电源设备,-7.07,-12.68,-5.46,-5.81,-6.47,4335.0,4244,4784
2274,8.6,1.18,002941,新疆交建,-1663344.0,工程建设,0.0,-3.15,-4.55,-6.51,-6.48,4337.0,3882,4953
2275,6.12,-0.65,300345,华民股份,-540932.0,光伏设备,-3.16,-1.45,-6.42,6.31,-6.48,4338.0,4575,96
2276,1.51,0.67,002638,勤上股份,-1586851.0,光学光电子,6.34,0.67,5.15,4.94,-6.49,4339.0,252,161
2277,5.09,2.0,002167,东方锆业,-4530768.0,小金属,-1.17,-9.11,-3.52,-6.42,-6.5,4343.0,3360,4928
2278,3.41,2.1,000488,晨鸣纸业,-2151126.0,造纸印刷,-0.29,-3.67,-5.27,-5.17,-6.5,4344.0,4165,4550
2279,9.85,1.86,300522,世名科技,-1170649.0,化学制品,-4.18,-6.01,-2.96,-3.56,-6.51,4348.0,3041,3728
2280,10.57,1.83,300787,海能实业,-1449919.0,消费电子,-3.65,-10.88,-2.12,-3.71,-6.52,4350.0,2582,3827
2281,14.53,0.97,002236,大华股份,-13542482.0,计算机设备,-3.9,-3.39,-9.2,-6.63,-6.53,4351.0,5127,4981
2282,1.83,3.98,300157,新锦动力,-1157087.0,采掘行业,1.67,-3.17,-8.9,-7.17,-6.53,4352.0,5079,5090
2283,4.65,1.53,300410,正业科技,-1905161.0,电子元件,0.0,-6.44,-0.95,-3.04,-6.53,4353.0,1948,3394
2284,10.41,2.36,300349,金卡智能,-2444159.0,仪器仪表,-2.8,-9.4,-4.73,-4.56,-6.54,4354.0,3951,4293
2285,14.7,-0.14,002439,启明星辰,-9562546.0,软件开发,-1.93,-1.47,-3.14,-1.97,-6.55,4355.0,3152,2661
2286,5.01,2.87,002295,精艺股份,-1445849.0,有色金属,3.09,-4.02,-2.59,-0.18,-6.56,4358.0,2818,1497
2287,7.24,2.26,300891,惠云钛业,-1215145.0,化学原料,-2.56,-8.82,-6.47,-6.67,-6.57,4360.0,4581,4993
2288,8.18,2.38,002725,跃岭股份,-1692052.0,汽车零部件,0.86,-3.99,-3.44,-3.15,-6.58,4361.0,3321,3474
2289,9.95,1.22,002646,天佑德酒,-1940112.0,酿酒行业,-4.14,-6.04,-3.0,-2.8,-6.58,4362.0,3068,3223
2290,18.77,1.3,300812,易天股份,-2901087.0,消费电子,-5.63,-9.1,-3.87,-3.1,-6.58,4363.0,3545,3438
2291,5.81,-0.34,300586,美联新材,-1724962.0,塑料制品,-3.01,-5.37,2.91,3.32,-6.59,4365.0,531,321
2292,17.05,-0.64,300042,朗科科技,-3874791.0,半导体,-4.32,-5.49,-3.68,-0.99,-6.59,4366.0,3449,1965
2293,9.97,0.91,002986,宇新股份,-980698.0,化学制品,-3.2,-8.2,-0.83,-0.44,-6.59,4367.0,1885,1639
2294,2.81,2.18,300080,易成新能,-2052681.0,通用设备,1.81,-2.43,-4.09,-0.97,-6.6,4369.0,3647,1951
2295,6.64,0.45,000989,ST九芝,-1460446.0,中药,-1.34,0.61,-5.99,-2.99,-6.6,4370.0,4437,3361
2296,10.4,-3.88,300605,恒锋信息,-10224626.0,软件开发,12.43,8.45,0.19,0.28,-6.61,4373.0,1356,1206
2297,18.97,-1.66,300280,紫天科技,-47125997.0,文化传媒,20.98,26.47,-1.11,-0.85,-6.62,4374.0,2025,1877
2298,4.43,3.02,002161,远 望 谷,-2546726.0,电子元件,-0.67,-6.34,0.91,0.55,-6.63,4378.0,1079,1079
2299,3.51,4.46,002513,蓝丰生化,-1022848.0,农药兽药,8.33,5.09,-6.23,-7.61,-6.63,4379.0,4513,5157
2300,2.6,1.56,002127,南极电商,-2248669.0,贸易行业,-2.62,-1.89,-2.61,-1.56,-6.64,4380.0,2838,2365
2301,46.44,3.87,301050,雷电微力,-11140799.0,半导体,-0.34,0.98,-5.36,-4.23,-6.64,4381.0,4199,4111
2302,3.77,1.89,000601,韶能股份,-818643.0,电力行业,0.0,-4.56,-8.42,-8.32,-6.64,4382.0,5003,5227
