,最新价,涨跌_今日,股票代码,公司名称,今日主力流入_元,所属模块,涨跌_5日,涨跌_10日,主力净占比_5日,主力净占比_10日,主力净占比_今日,排名_今日,排名_5日,排名_10日
954,7.42,2.49,300513,恒实科技,470246.0,通信服务,4.07,-2.11,-3.4,-2.86,2.03,1804.0,3298,3277
955,16.25,3.7,002833,弘亚数控,893652.0,专用设备,-1.57,-4.92,4.55,2.23,2.03,1805.0,311,522
956,6.59,2.49,300821,东岳硅材,572719.0,化学制品,-2.08,-5.72,-3.8,-2.0,2.02,1806.0,3510,2685
957,26.45,2.2,002738,中矿资源,7086238.0,能源金属,-1.82,-5.5,-0.71,-0.31,2.0,1812.0,1819,1552
958,124.25,1.62,300308,中际旭创,55233136.0,通信设备,-7.95,-17.23,-2.22,-4.58,1.99,1813.0,2631,4304
959,14.44,1.69,300331,苏大维格,1060262.0,光学光电子,-6.42,-8.14,-3.37,-0.14,1.97,1819.0,3280,1479
960,30.06,1.45,301042,安联锐视,216672.0,计算机设备,-1.92,-6.41,0.03,-1.96,1.97,1822.0,1422,2659
961,3.34,2.45,002178,延华智能,1806062.0,软件开发,5.36,0.6,2.57,0.95,1.96,1823.0,601,886
962,13.95,1.01,300602,飞荣达,2222999.0,消费电子,-2.17,-5.42,-2.39,-3.72,1.96,1824.0,2711,3830
963,7.74,0.78,002203,海亮股份,1230760.0,有色金属,-0.39,-5.15,13.59,8.27,1.94,1829.0,26,49
964,2.92,0.34,000036,华联控股,226817.0,房地产开发,-1.68,-5.5,2.74,4.43,1.94,1830.0,574,195
965,26.0,2.44,301225,恒勃股份,313661.0,汽车零部件,-3.09,-6.84,-6.48,-1.51,1.94,1831.0,4586,2337
966,5.58,0.36,000529,广弘控股,458443.0,食品饮料,-5.26,-2.96,-2.31,-0.36,1.93,1832.0,2677,1587
967,8.12,2.65,002254,泰和新材,772419.0,化纤行业,-2.4,-5.91,-3.77,-4.6,1.91,1838.0,3490,4314
968,29.16,2.5,300418,昆仑万维,15977914.0,互联网服务,-5.17,-1.19,-4.03,-1.17,1.9,1839.0,3622,2088
969,11.29,2.82,002080,中材科技,2374983.0,玻璃玻纤,0.62,-0.62,-1.77,-1.89,1.9,1840.0,2392,2601
970,46.85,4.34,300781,因赛集团,8436719.0,文化传媒,-2.07,-7.68,-4.1,-3.63,1.89,1844.0,3653,3774
971,61.8,1.28,301580,爱迪特,2238596.0,医疗器械,-8.57,-4.26,-7.14,-2.14,1.88,1846.0,4790,2774
972,21.05,2.83,002976,瑞玛精密,398452.0,汽车零部件,-4.27,-11.55,0.55,-7.06,1.88,1847.0,1219,5073
973,1.47,1.38,002305,南国置业,737473.0,房地产开发,-0.68,-6.37,-2.56,-2.33,1.87,1848.0,2803,2904
974,6.78,1.5,000721,西安饮食,660843.0,旅游酒店,-2.87,-7.76,-2.44,-3.93,1.87,1849.0,2743,3946
975,10.61,-0.66,002459,晶澳科技,9446707.0,光伏设备,0.95,1.05,2.44,-0.25,1.86,1851.0,632,1526
976,8.75,0.0,002923,润都股份,184972.0,化学制药,-4.06,-7.01,-4.52,-3.54,1.85,1856.0,3867,3716
977,10.95,2.43,000830,鲁西化工,3205315.0,化学原料,-9.28,-14.79,-3.25,-4.32,1.84,1858.0,3209,4158
978,12.53,0.97,000997,新 大 陆,1491269.0,互联网服务,-2.72,-5.65,0.33,-0.65,1.84,1860.0,1303,1758
979,28.99,0.45,300951,博硕科技,2109554.0,消费电子,-4.64,-20.81,-3.15,-4.59,1.84,1861.0,3158,4307
980,3.91,2.36,002075,沙钢股份,1673415.0,钢铁行业,-3.22,-9.91,0.59,-3.41,1.83,1862.0,1188,3631
981,17.72,1.78,002768,国恩股份,410474.0,塑料制品,-1.99,-5.49,-6.8,-2.72,1.83,1864.0,4687,3163
982,42.08,2.33,301512,智信精密,476926.0,专用设备,-0.24,-6.24,-2.89,-1.45,1.83,1865.0,2998,2282
983,10.84,1.69,002407,多氟多,1499134.0,化学制品,-2.34,-7.9,-3.0,-4.0,1.82,1866.0,3065,3989
984,14.92,2.61,002835,同为股份,742860.0,计算机设备,-1.52,-8.47,-3.65,-6.9,1.82,1867.0,3427,5043
985,12.4,1.47,301277,新天地,511903.0,化学制药,-2.52,-5.78,-3.97,-2.06,1.82,1868.0,3599,2717
986,21.32,1.04,002876,三利谱,688051.0,光学光电子,-4.91,-10.91,0.14,-2.56,1.82,1870.0,1376,3065
987,6.44,1.26,300047,天源迪科,1089450.0,软件开发,3.04,-1.38,-1.36,-3.03,1.81,1871.0,2164,3391
988,7.22,-0.14,002233,塔牌集团,791463.0,水泥建材,0.98,-2.7,-0.78,-1.89,1.81,1873.0,1856,2602
989,21.43,2.19,300906,日月明,1334313.0,交运设备,4.64,11.85,-2.39,-0.81,1.81,1874.0,2713,1861
990,15.68,5.59,300034,钢研高纳,5743170.0,有色金属,-0.13,-0.63,-3.65,-2.42,1.8,1877.0,3425,2955
991,6.36,4.78,300403,汉宇集团,1506697.0,家电行业,2.42,-2.75,-1.54,-2.87,1.8,1878.0,2250,3282
992,17.2,1.53,300956,英力股份,3523958.0,消费电子,-5.23,-16.95,-2.77,-3.1,1.8,1879.0,2930,3435
993,8.44,1.32,300238,冠昊生物,326014.0,医疗器械,-5.17,-7.05,-8.14,-6.32,1.79,1882.0,4967,4904
994,5.92,1.72,300170,汉得信息,1267008.0,互联网服务,-0.67,-4.52,0.79,-1.11,1.78,1884.0,1114,2045
995,16.93,3.61,300629,新劲刚,1521462.0,通信设备,2.11,0.0,2.49,-0.23,1.78,1885.0,620,1517
996,3.94,2.87,002235,安妮股份,903298.0,造纸印刷,1.29,-1.75,-0.3,-0.4,1.77,1886.0,1645,1613
997,6.33,4.98,301032,新柴股份,467964.0,通用设备,3.26,-4.38,-4.47,-3.76,1.77,1887.0,3840,3850
998,9.37,2.52,000695,滨海能源,368903.0,造纸印刷,-0.11,19.52,7.64,16.24,1.77,1889.0,120,8
999,21.26,3.76,301068,大地海洋,258057.0,环保行业,3.81,2.11,-0.11,2.15,1.76,1892.0,1547,539
1000,12.74,2.82,002555,三七互娱,7217355.0,游戏,-1.92,0.24,-3.58,-2.5,1.75,1894.0,3384,3017
1001,26.38,-0.34,300122,智飞生物,6591407.0,生物制品,-6.88,-2.94,-9.57,-3.31,1.74,1896.0,5167,3574
1002,2.35,0.86,002172,澳洋健康,305683.0,医疗服务,0.0,-4.47,-1.29,-1.5,1.73,1898.0,2122,2321
1003,4.64,1.75,002766,索菱股份,3464342.0,互联网服务,-1.69,-7.2,-1.4,-2.91,1.72,1899.0,2182,3309
1004,3.41,2.1,002681,奋达科技,936149.0,消费电子,-2.57,-7.84,-1.77,-0.97,1.72,1901.0,2391,1950
1005,30.74,0.85,002353,杰瑞股份,2333492.0,专用设备,-6.76,-8.97,-8.9,-6.63,1.72,1903.0,5081,4982
1006,11.16,1.92,001216,华瓷股份,237381.0,装修建材,-1.76,-7.54,-8.3,-10.12,1.72,1904.0,4987,5336
1007,7.57,2.3,300568,星源材质,1968852.0,电池,-3.69,-6.54,-7.08,-7.06,1.71,1905.0,4769,5071
1008,13.55,1.42,002078,太阳纸业,2381857.0,造纸印刷,-4.1,-4.71,-2.88,-1.23,1.71,1906.0,2989,2141
1009,8.44,1.81,000993,闽东电力,542929.0,电力行业,0.12,-4.52,-2.71,-3.96,1.71,1907.0,2892,3970
1010,10.36,-5.39,300550,和仁科技,2904384.0,软件开发,13.47,9.86,-4.64,-4.55,1.7,1908.0,3915,4280
1011,6.09,2.87,002282,博深股份,318830.0,通用设备,0.83,-3.79,-0.87,0.53,1.7,1910.0,1901,1090
1012,6.57,2.18,002073,软控股份,1024476.0,专用设备,-6.41,-13.1,-8.67,-5.93,1.69,1913.0,5036,4809
1013,3.95,0.51,300194,福安药业,933753.0,化学制药,-2.23,1.02,0.34,-0.09,1.68,1915.0,1299,1443
1014,6.75,2.27,300597,吉大通信,532081.0,通信服务,3.53,-2.03,-1.9,-1.74,1.68,1916.0,2457,2490
1015,13.03,2.68,300790,宇瞳光学,983512.0,光学光电子,-6.53,-9.51,-1.77,-2.7,1.67,1917.0,2393,3144
1016,7.62,2.56,300258,精锻科技,574705.0,汽车零部件,-2.56,-7.86,-9.51,-7.1,1.67,1918.0,5161,5079
1017,23.35,-0.21,002262,恩华药业,1198458.0,化学制药,0.0,4.71,8.09,3.74,1.65,1922.0,103,273
1018,10.15,2.32,300877,金春股份,121267.0,纺织服装,1.2,-3.88,-3.02,-1.8,1.65,1923.0,3080,2545
1019,11.76,0.86,300872,天阳科技,762728.0,互联网服务,-3.05,-12.11,-3.23,-5.67,1.64,1924.0,3199,4739
1020,11.51,4.07,300823,建科智能,648917.0,专用设备,3.69,-1.62,-1.32,-1.82,1.62,1928.0,2144,2556
1021,5.06,1.4,000153,丰原药业,329598.0,化学制药,-1.75,-6.64,-5.24,-8.53,1.61,1929.0,4156,5245
1022,16.36,3.35,301302,华如科技,690872.0,软件开发,3.09,0.43,-3.13,-4.67,1.61,1930.0,3150,4343
1023,10.64,2.6,002703,浙江世宝,1881153.0,汽车零部件,-0.19,-6.5,-2.63,-5.51,1.6,1933.0,2851,4667
1024,4.36,1.63,300016,北陆药业,205160.0,化学制药,-0.68,-3.33,-0.21,0.61,1.6,1934.0,1595,1052
1025,14.63,1.95,300710,万隆光电,518708.0,通信设备,-2.47,-4.75,-2.01,-2.53,1.6,1935.0,2517,3044
1026,22.74,0.35,000938,紫光股份,26047166.0,互联网服务,-7.56,3.84,-5.15,-0.13,1.58,1936.0,4119,1464
1027,6.53,2.35,002057,中钢天源,389094.0,非金属材料,-2.25,-5.09,-11.87,-10.61,1.58,1938.0,5326,5354
1028,5.82,2.46,002799,环球印务,241397.0,包装材料,1.39,-5.21,-2.28,-5.0,1.58,1940.0,2664,4487
1029,26.8,0.75,301110,青木科技,245352.0,互联网服务,-5.27,-8.81,3.26,-5.99,1.58,1941.0,460,4827
1030,11.15,2.11,000878,云南铜业,6018453.0,有色金属,-6.93,-13.5,-6.2,-5.31,1.57,1943.0,4507,4601
1031,6.47,1.41,002098,浔兴股份,445715.0,纺织服装,7.48,16.79,-0.7,2.5,1.57,1947.0,1812,451
1032,5.85,3.72,000856,冀东装备,317230.0,专用设备,3.17,-1.18,0.59,-1.69,1.57,1948.0,1192,2461
1033,21.62,0.56,002241,歌尔股份,24484711.0,消费电子,-6.2,-0.32,-2.96,-1.83,1.56,1949.0,3038,2561
1034,13.92,1.68,002962,五方光电,1651088.0,光学光电子,-2.45,-8.6,-2.3,-4.06,1.53,1953.0,2671,4020
1035,34.54,0.61,300676,华大基因,530921.0,医疗器械,-3.55,-2.81,-1.51,-1.08,1.52,1957.0,2241,2028
1036,8.41,2.94,002296,辉煌科技,2276177.0,通信设备,-0.59,-3.0,-0.6,-2.5,1.51,1959.0,1768,3018
1037,41.04,1.48,301306,西测测试,7831517.0,专业服务,19.44,23.95,-0.08,-0.23,1.51,1960.0,1526,1515
1038,117.81,2.11,300573,兴齐眼药,12521449.0,化学制药,-16.45,-25.54,-9.47,-8.8,1.51,1961.0,5151,5264
1039,15.65,1.16,000792,盐湖股份,2690158.0,化肥行业,-3.69,-2.67,-4.3,-5.95,1.5,1962.0,3762,4815
1040,11.22,2.28,002767,先锋电子,473914.0,仪器仪表,0.54,-2.01,-1.83,-1.89,1.5,1964.0,2417,2608
1041,36.53,4.16,002595,豪迈科技,1099918.0,专用设备,-2.64,-3.54,-2.69,-2.5,1.5,1965.0,2887,3022
1042,7.92,3.39,300701,森霸传感,592616.0,光学光电子,-2.94,-7.69,-1.78,-3.13,1.49,1968.0,2400,3457
1043,2.99,1.7,002480,新筑股份,155909.0,通用设备,4.55,1.36,1.53,0.13,1.49,1969.0,875,1284
1044,11.02,0.64,300583,赛托生物,223000.0,化学制药,-2.13,-7.71,-3.81,-8.62,1.48,1970.0,3516,5254
1045,32.81,0.86,002970,锐明技术,1134915.0,计算机设备,-7.86,-16.58,-5.68,-3.37,1.47,1973.0,4329,3611
1046,18.77,-0.16,301396,宏景科技,347060.0,互联网服务,-1.68,-13.18,-2.39,-5.87,1.47,1974.0,2714,4800
1047,1.62,1.25,000718,苏宁环球,334361.0,房地产开发,-0.61,-5.81,-9.01,-7.83,1.46,1975.0,5096,5184
1048,10.04,-2.43,301017,漱玉平民,755246.0,医药商业,6.36,3.4,-1.29,-0.58,1.46,1977.0,2123,1714
1049,23.9,2.01,300788,中信出版,514481.0,文化传媒,-0.83,-1.28,-1.62,-0.94,1.46,1978.0,2296,1934
1050,12.18,0.5,001210,金房能源,134360.0,公用事业,-1.46,-5.73,-5.74,-3.23,1.46,1980.0,4356,3524
1051,24.87,1.97,301091,深城交,3286938.0,工程咨询服务,-0.04,-0.28,-1.53,-2.37,1.43,1983.0,2246,2933
1052,6.0,2.56,002171,楚江新材,724048.0,有色金属,-3.69,-8.12,-6.72,-5.48,1.43,1984.0,4658,4654
1053,5.77,0.35,002027,分众传媒,4404825.0,文化传媒,-5.56,-4.79,-1.59,-3.94,1.42,1987.0,2272,3952
1054,9.79,1.45,301228,实朴检测,453373.0,专业服务,-3.64,-16.47,-1.92,-3.32,1.42,1988.0,2470,3586
1055,4.09,3.28,300883,龙利得,223507.0,造纸印刷,2.76,-3.76,-7.02,-4.79,1.41,1990.0,4745,4411
1056,7.33,1.38,002761,浙江建投,988063.0,工程建设,-2.79,-4.68,-8.25,-6.79,1.4,1993.0,4977,5019
1057,16.24,2.07,002884,凌霄泵业,388645.0,通用设备,-7.99,-11.31,-9.29,-7.45,1.39,1997.0,5138,5131
1058,5.01,2.04,002797,第一创业,1932881.0,证券,0.2,1.01,-4.78,-5.61,1.38,1998.0,3968,4710
1059,26.37,6.72,000550,江铃汽车,21027139.0,汽车整车,15.35,10.15,3.46,1.36,1.37,2000.0,429,754
1060,5.75,5.12,000697,炼石航空,1276902.0,航天航空,2.13,1.77,-0.46,-0.79,1.36,2001.0,1713,1842
1061,8.7,2.35,300295,三六五网,889195.0,互联网服务,-0.57,-5.95,-1.84,-1.99,1.36,2002.0,2422,2674
1062,20.91,0.14,300937,药易购,645433.0,医药商业,3.26,1.26,-2.1,-1.29,1.36,2005.0,2568,2175
1063,27.92,1.01,301371,敷尔佳,156769.0,美容护理,-3.92,-5.2,-1.47,-2.22,1.36,2006.0,2224,2826
1064,11.46,3.06,000532,华金资本,1424712.0,综合行业,-0.17,-5.91,0.9,-1.49,1.35,2007.0,1084,2309
1065,15.41,1.12,301075,多瑞医药,201857.0,化学制药,1.05,-3.2,-0.13,1.88,1.35,2009.0,1558,612
1066,12.39,3.94,301055,张小泉,297079.0,通用设备,0.16,-5.49,-1.75,-6.3,1.34,2010.0,2382,4902
1067,3.88,2.92,300079,数码视讯,706708.0,互联网服务,-0.51,-3.72,-9.95,-6.9,1.33,2011.0,5203,5042
1068,18.71,2.46,002270,华明装备,2154771.0,电网设备,6.61,2.75,0.41,-2.53,1.33,2012.0,1276,3040
1069,4.13,0.73,002693,双成药业,144413.0,生物制品,-2.59,-4.18,-0.98,-3.26,1.33,2014.0,1967,3547
1070,3.72,2.48,002510,天汽模,651129.0,汽车零部件,-1.06,-6.06,-4.91,-4.2,1.32,2017.0,4025,4096
1071,3.03,0.66,002524,光正眼科,150302.0,医疗服务,-0.98,-5.02,-1.42,-0.05,1.31,2019.0,2194,1419
1072,2.11,1.93,000573,粤宏远Ａ,123334.0,房地产开发,0.48,-3.21,-2.81,-1.01,1.3,2020.0,2953,1979
1073,54.96,0.53,300567,精测电子,2494213.0,仪器仪表,-10.92,-10.63,-6.57,-4.46,1.3,2021.0,4619,4236
1074,6.71,1.36,000680,山推股份,2662478.0,工程机械,-6.15,-16.13,-10.94,-10.22,1.29,2025.0,5278,5339
1075,4.29,1.9,002226,江南化工,395821.0,化学制品,-2.5,-5.3,-3.92,-3.0,1.29,2027.0,3569,3371
1076,22.25,-0.36,002737,葵花药业,865243.0,中药,-3.93,-7.87,-4.25,-3.28,1.29,2029.0,3737,3561
1077,6.04,2.03,002286,保龄宝,322932.0,食品饮料,-2.42,-2.89,-3.3,-2.83,1.28,2030.0,3243,3247
1078,11.27,1.99,002866,传艺科技,359175.0,消费电子,-2.68,-8.22,-2.27,-1.83,1.28,2031.0,2659,2569
1079,11.92,1.27,002867,周大生,788445.0,珠宝首饰,-6.36,-6.36,0.72,2.58,1.26,2034.0,1142,428
1080,17.1,0.71,300207,欣旺达,11876925.0,电池,-5.05,11.91,-5.53,-1.15,1.25,2037.0,4267,2077
1081,7.62,3.67,000837,秦川机床,2165914.0,通用设备,2.28,5.69,-1.33,0.43,1.25,2038.0,2148,1134
1082,15.32,2.13,300980,祥源新材,209379.0,塑料制品,-0.33,-6.36,-5.35,-4.03,1.25,2039.0,4196,4001
1083,31.82,0.63,300604,长川科技,7399616.0,半导体,-8.83,-1.03,-8.28,-5.95,1.24,2041.0,4984,4814
1084,7.45,1.64,002455,百川股份,1448246.0,化学制品,-8.02,-13.57,-6.63,-9.05,1.24,2042.0,4633,5283
1085,2.92,1.74,000566,海南海药,128701.0,化学制药,-0.34,-2.01,-1.58,-0.47,1.24,2044.0,2268,1656
1086,10.81,1.03,301288,清研环境,122149.0,环保行业,3.44,-2.52,1.24,0.71,1.24,2045.0,974,1014
1087,16.78,2.32,000933,神火股份,4827018.0,有色金属,-9.78,-17.22,-6.73,-5.67,1.23,2046.0,4660,4738
1088,3.94,1.81,002514,宝馨科技,325221.0,通用设备,1.55,-3.43,-1.65,-3.88,1.23,2047.0,2309,3919
1089,3.87,2.65,000100,TCL科技,11453373.0,光学光电子,-2.76,-9.58,-7.79,-8.06,1.22,2049.0,4912,5206
1090,12.39,-0.8,001965,招商公路,3356148.0,铁路公路,1.89,5.72,2.98,1.46,1.22,2051.0,519,726
1091,15.83,2.46,301379,天山电子,229949.0,光学光电子,-0.88,-9.8,-1.84,-3.79,1.22,2053.0,2426,3868
1092,3.71,2.2,002591,恒大高新,313017.0,综合行业,3.63,3.34,1.35,2.61,1.21,2056.0,931,424
1093,14.16,1.72,301429,森泰股份,118142.0,装修建材,1.51,-4.13,-1.7,-0.93,1.21,2058.0,2349,1931
1094,5.91,1.03,000668,荣丰控股,126470.0,房地产开发,3.32,-0.17,9.02,1.38,1.2,2060.0,76,750
1095,3.79,1.34,002004,华邦健康,378576.0,农药兽药,-2.07,-3.56,1.45,1.46,1.19,2062.0,893,727
1096,10.17,1.6,002945,华林证券,875161.0,证券,0.1,3.46,-1.32,0.45,1.19,2063.0,2143,1128
1097,5.01,1.42,300261,雅本化学,257874.0,农药兽药,-2.34,-4.57,-3.67,-4.93,1.19,2064.0,3438,4459
1098,4.29,3.13,002169,智光电气,207601.0,电网设备,1.66,-2.94,0.24,1.91,1.19,2065.0,1339,598
1099,6.98,2.2,300528,幸福蓝海,1166400.0,文化传媒,-3.32,13.87,-0.64,3.46,1.17,2069.0,1789,302
1100,41.86,1.33,301369,联动科技,1012075.0,半导体,-11.22,-3.21,-6.8,-2.64,1.17,2071.0,4685,3112
1101,28.2,2.1,301503,智迪科技,598739.0,消费电子,-3.09,-7.27,-2.59,-2.24,1.17,2072.0,2821,2843
1102,6.9,7.31,300551,古鳌科技,4540759.0,计算机设备,21.05,15.0,1.17,0.96,1.16,2074.0,997,882
1103,8.29,1.34,000066,中国长城,2522235.0,计算机设备,-3.27,-1.31,-3.09,-0.59,1.16,2075.0,3125,1716
1104,30.17,1.75,301387,光大同创,521992.0,消费电子,-3.64,-5.07,-3.47,-1.68,1.16,2077.0,3334,2458
1105,10.57,1.73,301167,建研设计,116433.0,工程咨询服务,-0.56,-6.54,-1.75,-3.42,1.16,2078.0,2383,3645
1106,2.97,2.06,002392,北京利尔,215796.0,装修建材,-1.33,-5.41,-8.01,-5.54,1.14,2080.0,4945,4676
1107,10.21,2.1,002096,易普力,482831.0,化学制品,-4.31,-8.84,-0.82,1.12,1.14,2081.0,1882,827
1108,10.4,5.37,002139,拓邦股份,2755468.0,消费电子,-2.07,-7.06,-5.94,-7.61,1.13,2082.0,4415,5155
1109,5.66,1.25,300381,溢多利,334080.0,化学制药,-5.03,-7.97,-4.64,-2.0,1.13,2083.0,3916,2684
1110,3.74,1.91,300640,德艺文创,97103.0,家用轻工,1.36,-2.86,6.93,4.06,1.13,2084.0,143,238
1111,36.49,5.13,301070,开勒股份,276346.0,专用设备,-7.67,3.37,-8.36,-2.12,1.12,2088.0,4994,2761
1112,185.42,0.42,000596,古井贡酒,2608017.0,酿酒行业,-12.61,-9.07,-1.23,0.13,1.11,2090.0,2095,1285
1113,22.72,1.56,301419,阿莱德,146888.0,通信设备,-1.9,-5.45,-2.74,-0.27,1.11,2091.0,2919,1539
1114,1.17,5.41,000656,*ST金科,768740.0,房地产开发,6.36,2.63,0.5,-2.08,1.09,2093.0,1239,2727
1115,12.67,0.56,002271,东方雨虹,3652347.0,装修建材,-2.61,-2.84,-2.87,0.14,1.09,2094.0,2981,1277
1116,22.11,4.29,300726,宏达电子,1092771.0,电子元件,-0.36,1.28,-1.84,-1.89,1.09,2095.0,2424,2605
1117,4.71,3.06,002343,慈文传媒,706769.0,文化传媒,-0.21,-2.89,-6.68,-3.25,1.08,2096.0,4649,3534
1118,39.29,3.94,002179,中航光电,5406819.0,电子元件,1.13,10.64,1.42,2.02,1.07,2097.0,903,560
1119,6.49,2.2,000410,沈阳机床,778680.0,通用设备,14.26,15.07,2.96,1.11,1.07,2099.0,524,830
1120,5.35,0.75,300839,博汇股份,196849.0,石油行业,3.28,-2.19,-1.08,-1.51,1.07,2100.0,2016,2333
1121,5.45,4.01,300213,佳讯飞鸿,394104.0,通信设备,1.11,-3.71,-1.89,0.72,1.06,2101.0,2451,1007
1122,3.11,2.3,002491,通鼎互联,222984.0,通信设备,0.32,-6.33,-0.52,-2.86,1.06,2102.0,1744,3276
1123,3.69,-1.34,002863,今飞凯达,929627.0,汽车零部件,-1.34,-9.56,5.11,6.05,1.03,2105.0,254,109
1124,30.7,2.5,300917,特发服务,2896686.0,房地产服务,-3.64,-9.63,-3.93,-3.88,1.03,2107.0,3579,3918
1125,8.01,1.26,002461,珠江啤酒,633858.0,酿酒行业,-3.03,0.13,0.54,-0.8,1.03,2109.0,1220,1854
1126,17.47,3.56,002544,普天科技,1125203.0,通信服务,-1.74,-5.87,-3.33,-4.85,1.03,2110.0,3256,4439
1127,14.1,3.15,000777,中核科技,1329634.0,通用设备,0.79,-4.41,-3.89,-6.78,1.02,2112.0,3555,5017
1128,16.64,2.78,002895,川恒股份,620289.0,化学制品,-0.12,-1.36,-3.92,-1.32,1.02,2113.0,3572,2195
1129,2.83,1.07,000759,中百集团,369765.0,商业百货,-19.14,-18.68,-20.96,-13.56,1.01,2114.0,5427,5410
1130,8.35,0.36,002129,TCL中环,5267356.0,光伏设备,-3.8,-3.02,-5.74,-4.25,1.0,2116.0,4352,4117
1131,17.79,1.31,300548,博创科技,704747.0,通信设备,-5.27,-5.82,-3.21,-0.37,1.0,2117.0,3185,1598
1132,9.31,0.98,000729,燕京啤酒,1264615.0,酿酒行业,-3.52,-1.27,-0.21,-2.17,0.99,2118.0,1594,2790
1133,6.79,3.19,002532,天山铝业,2781864.0,有色金属,-9.95,-19.07,-4.51,-6.86,0.96,2123.0,3861,5033
1134,45.34,-2.97,300904,威力传动,1713054.0,风电设备,7.98,8.91,0.07,-0.43,0.96,2125.0,1400,1633
1135,6.37,1.59,002950,奥美医疗,103867.0,医疗器械,-1.39,-5.49,-2.22,-2.65,0.95,2127.0,2632,3121
1136,20.67,3.82,300809,华辰装备,1550519.0,通用设备,-0.77,6.71,-6.08,-1.87,0.94,2129.0,4463,2588
1137,51.5,0.04,300724,捷佳伟创,3094370.0,光伏设备,-9.39,-9.95,-4.62,-2.9,0.94,2130.0,3911,3304
1138,23.25,1.4,301361,众智科技,599483.0,电网设备,-1.9,-11.63,-2.89,-4.07,0.94,2131.0,2994,4029
1139,1.29,0.0,002663,普邦股份,85462.0,工程建设,1.57,1.57,1.81,-2.24,0.93,2134.0,793,2838
1140,5.85,2.09,300444,双杰电气,485716.0,电网设备,-2.17,-7.14,-2.48,-6.09,0.92,2138.0,2762,4850
1141,6.16,3.18,300414,中光防雷,193958.0,通信设备,2.84,-3.14,-0.92,-0.66,0.92,2139.0,1934,1766
1142,18.31,2.69,301376,致欧科技,154881.0,家用轻工,-3.43,-9.94,-1.67,-0.64,0.91,2142.0,2331,1755
1143,14.49,4.85,300342,天银机电,6108904.0,家电行业,14.91,9.86,0.51,-1.01,0.9,2143.0,1234,1974
1144,4.73,3.05,002765,蓝黛科技,371491.0,光学光电子,4.65,-4.64,2.51,0.56,0.89,2147.0,614,1073
1145,8.32,0.97,002800,天顺股份,415370.0,物流行业,-5.45,-2.23,-3.51,-2.27,0.89,2148.0,3351,2866
1146,12.02,2.04,002967,广电计量,482580.0,专业服务,-0.74,-6.6,1.26,-1.54,0.88,2151.0,963,2354
1147,5.2,1.17,300670,大烨智能,335003.0,电网设备,2.77,-8.13,0.95,-5.0,0.87,2153.0,1063,4486
1148,12.93,0.86,300119,瑞普生物,182484.0,农药兽药,-4.72,-2.49,-1.39,0.96,0.87,2154.0,2181,885
1149,5.76,3.97,002383,合众思壮,680119.0,计算机设备,-0.69,6.86,-4.7,-0.92,0.86,2156.0,3941,1920
1150,15.63,3.1,002126,银轮股份,1451342.0,汽车零部件,-8.11,-9.97,-7.95,-3.92,0.86,2157.0,4939,3941
1151,3.45,2.07,002678,珠江钢琴,151873.0,家用轻工,-2.54,-14.39,-5.43,-4.78,0.86,2159.0,4226,4403
1152,10.98,2.52,300819,聚杰微纤,139999.0,纺织服装,-1.35,-4.1,-3.93,-0.77,0.86,2160.0,3584,1834
1153,15.86,3.52,300520,科大国创,973024.0,软件开发,1.28,-2.46,-1.05,-2.73,0.85,2162.0,2004,3168
1154,6.29,5.54,002774,快意电梯,481172.0,专用设备,5.01,0.32,0.6,1.14,0.84,2165.0,1184,818
1155,5.35,3.88,300382,斯莱克,298831.0,专用设备,-0.19,-4.8,-1.89,-2.11,0.84,2166.0,2452,2741
1156,4.99,1.42,000554,泰山石油,240815.0,石油行业,-0.99,-3.29,-0.53,-1.98,0.83,2168.0,1749,2670
1157,19.97,0.55,300579,数字认证,561774.0,软件开发,-6.11,-8.98,-7.27,-5.5,0.83,2169.0,4823,4665
1158,10.33,0.1,300758,七彩化学,653190.0,化学制品,-8.34,-3.64,-2.02,0.5,0.82,2171.0,2521,1104
1159,2.39,3.02,002239,奥特佳,592073.0,汽车零部件,0.0,-1.65,0.74,-0.08,0.81,2172.0,1133,1435
1160,36.15,1.6,002938,鹏鼎控股,6298255.0,电子元件,-2.43,-9.26,-1.75,-4.15,0.81,2173.0,2378,4069
1161,10.06,5.56,300625,三雄极光,491445.0,家电行业,3.29,-1.85,0.54,1.55,0.81,2174.0,1221,704
1162,30.35,2.22,300570,太辰光,1209196.0,通信设备,-3.41,-9.02,-3.71,-2.26,0.81,2175.0,3466,2856
1163,21.54,4.31,300818,耐普矿机,318552.0,专用设备,-4.73,-10.88,-3.87,-2.69,0.81,2176.0,3546,3142
1164,15.89,0.89,300401,花园生物,6177361.0,化学制药,-5.36,9.97,-4.86,-0.9,0.79,2179.0,4008,1908
1165,6.19,2.31,002673,西部证券,1784894.0,证券,-0.16,0.49,-3.69,-3.41,0.79,2180.0,3453,3629
1166,5.55,1.83,002292,奥飞娱乐,774603.0,文化传媒,-4.64,-7.65,-7.49,-6.14,0.78,2182.0,4864,4865
1167,13.72,-0.44,002572,索菲亚,1147770.0,装修建材,-5.64,-7.92,-3.63,-0.34,0.78,2183.0,3411,1570
1168,5.81,3.2,300387,富邦股份,306354.0,化肥行业,-1.36,-12.37,-5.09,-5.73,0.78,2184.0,4096,4756
